date,CLP1,CLP5,CLP6,RiverLevel,RiverTemp,RiverCond,AirTemp,Precipitation,NDD,NDD_cum,FTC,FTC_cum,CLP1_diff,CLP5_diff,CLP6_diff
2024-07-12,3.72211159516527,1.19950939043546,5.05965750758883,0.142625,13.3922916666667,1.165625,16.1,11.6,0,0,0,0,0.004734802304450003,-0.005053225005340112,0.034357334554390384
2024-07-13,3.74927696676619,1.24224871034293,5.06018876644933,0.141708333333333,12.3704166666667,1.16708333333333,17.02,0.0,0,0,0,0,0.02716537160091992,0.04273931990747015,0.0005312588604997615
2024-07-14,3.76781498887227,1.23153315884672,5.09459372187813,0.140270833333333,12.4091666666667,1.181875,19.81,0.0,0,0,0,0,0.01853802210608002,-0.010715551496210063,0.0344049554288004
2024-07-15,3.76963148924025,1.24683769386817,5.10314277288026,0.139541666666667,13.0354166666667,1.18854166666667,19.5,0.0,0,0,0,0,0.0018165003679802005,0.015304535021450016,0.008549051002129993
2024-07-16,3.82789755467225,1.27076121734016,5.15932967163371,0.13825,13.3495833333333,1.184375,20.55,0.0,0,0,0,0,0.05826606543199997,0.023923523471989894,0.05618689875344973
2024-07-17,3.83985502915635,1.26931609458355,5.15731404319148,0.138125,13.0239583333333,1.19104166666667,20.25,0.0,0,0,0,0,0.011957474484099784,-0.0014451227566099067,-0.002015628442229911
2024-07-18,3.83100907682785,1.24500215874484,5.17343109574294,0.136791666666667,13.6983333333333,1.1975,21.01,0.0,0,0,0,0,-0.008845952328499607,-0.024313935838709888,0.016117052551459565
2024-07-19,3.87363817741043,1.27532036159725,5.1554169301619,0.1360625,13.5095833333333,1.1975,19.41,0.0,0,0,0,0,0.04262910058257985,0.030318202852409826,-0.01801416558103952
2024-07-20,3.89635925083745,1.28828103283918,5.22017359398133,0.1341875,13.3675,1.200625,20.91,0.0,0,0,0,0,0.02272107342701979,0.012960671241930122,0.06475666381942968
2024-07-21,3.92659549412061,1.30460971039447,5.23711636158679,0.134708333333333,13.180625,1.19520833333333,15.08,2.0,0,0,0,0,0.030236243283160213,0.016328677555289994,0.016942767605460318
2024-07-22,3.95902424231717,1.30170631789096,5.23720555699316,0.1335625,12.7179166666667,1.20020833333333,20.45,0.0,0,0,0,0,0.032428748196560164,-0.002903392503510016,8.919540637020162e-05
2024-07-23,3.96064162578956,1.30982689102147,5.27480320161805,0.1324375,13.88625,1.20583333333333,21.34,0.0,0,0,0,0,0.0016173834723898217,0.008120573130510067,0.03759764462488935
2024-07-24,3.96485634976339,1.30564373234164,5.26190886353042,0.132541666666667,13.9366666666667,1.21583333333333,20.51,0.0,0,0,0,0,0.004214723973829937,-0.00418315867982999,-0.012894338087630075
2024-07-25,4.009187761182,1.33625639571421,5.26918205240624,0.131625,13.9089583333333,1.21604166666667,20.4,0.0,0,0,0,0,0.04433141141860997,0.030612663372569848,0.007273188875820402
2024-07-26,4.04124995758457,1.35331264483876,5.32113510329328,0.129979166666667,14.18125,1.21958333333333,20.33,0.0,0,0,0,0,0.032062196402570464,0.01705624912455006,0.05195305088703961
2024-07-27,4.04695730994956,1.35097871762008,5.33545850836646,0.129083333333333,14.3266666666667,1.22229166666667,21.32,0.0,0,0,0,0,0.0057073523649897595,-0.0023339272186799764,0.014323405073180417
2024-07-28,4.09265773692597,1.38553391684484,5.33778763322409,0.128333333333333,14.5791666666667,1.22958333333333,22.8,0.0,0,0,0,0,0.04570042697640986,0.034555199224759914,0.002329124857629594
2024-07-29,4.0978628502057,1.37234842227117,5.36920859958896,0.127291666666667,14.899375,1.23520833333333,23.11,0.0,0,0,0,0,0.005205113279729723,-0.01318549457367002,0.03142096636487057
2024-07-30,4.1206851539396,1.3859131127687,5.3891347794428,0.1266875,14.8314583333333,1.23604166666667,18.96,13.8,0,0,0,0,0.02282230373389993,0.013564690497530174,0.019926179853840154
2024-07-31,4.14895779554959,1.3859131127687,5.3917945163832,0.126979166666667,13.806875,1.236875,21.12,0.0,0,0,0,0,0.028272641609990323,0.0,0.0026597369403997817
2024-08-01,4.17943077025066,1.42513146383497,5.44054394586607,0.126020833333333,13.8202083333333,1.23520833333333,23.13,0.0,0,0,0,0,0.03047297470106969,0.03921835106626981,0.048749429482869644
2024-08-02,4.20146649287659,1.43456795109018,5.46526039992606,0.1245,13.8439583333333,1.24541666666667,22.52,0.0,0,0,0,0,0.022035722625930454,0.00943648725521018,0.024716454059990234
2024-08-03,4.19792008618983,1.41761314235071,5.46600388665248,0.12375,14.06875,1.251875,21.86,0.0,0,0,0,0,-0.003546406686759873,-0.016954808739470195,0.0007434867264199951
2024-08-04,4.22141558925435,1.42659926720632,5.47321467173543,0.122604166666667,14.3425,1.25270833333333,20.69,0.0,0,0,0,0,0.02349550306451942,0.008986124855610012,0.007210785082950366
2024-08-05,4.2479166502386,1.44203858650241,5.49655224711819,0.1218125,14.1902083333333,1.24979166666667,20.65,0.0,0,0,0,0,0.026501060984250202,0.015439319296089993,0.023337575382759823
2024-08-06,4.26257779978022,1.44226160594476,5.5103784583003,0.12225,14.008125,1.25291666666667,19.82,0.8,0,0,0,0,0.014661149541620233,0.00022301944235003646,0.013826211182109915
2024-08-07,4.30456282716087,1.44738495099899,5.54886072724843,0.121208333333333,13.778125,1.25041666666667,20.79,2.2,0,0,0,0,0.04198502738065013,0.005123345054230066,0.03848226894812967
2024-08-08,4.29590725026624,1.47969572290043,5.53526100811877,0.119125,14.1683333333333,1.256875,21.71,0.0,0,0,0,0,-0.008655576894629924,0.03231077190143994,-0.01359971912965996
2024-08-09,4.30525364450364,1.45562042400011,5.54752754534847,0.119520833333333,14.190625,1.266875,21.84,0.0,0,0,0,0,0.009346394237399913,-0.024075298900319897,0.01226653722970017
2024-08-10,4.36433052870645,1.5007078566442,5.59457567628681,0.118416666666667,14.461875,1.26479166666667,23.19,0.0,0,0,0,0,0.059076884202809765,0.045087432644089986,0.04704813093834037
2024-08-11,4.38940842426953,1.51517085120846,5.6079851811056,0.117666666666667,14.5060416666667,1.27729166666667,22.53,0.0,0,0,0,0,0.025077895563080155,0.014462994564260034,0.013409504818789664
2024-08-12,4.38124207173929,1.49710188899459,5.60034344148642,0.1163125,14.2020833333333,1.27708333333333,22.39,0.0,0,0,0,0,-0.008166352530239784,-0.01806896221387011,-0.007641739619179688
2024-08-13,4.43028373345477,1.49618048071414,5.64288754784286,0.1165625,14.1839583333333,1.28083333333333,19.91,2.8,0,0,0,0,0.049041661715479634,-0.0009214082804500645,0.04254410635643957
2024-08-14,4.43421754661485,1.53844081151724,5.63832628844766,0.1163125,13.5566666666667,1.27625,19.41,0.4,0,0,0,0,0.00393381316007968,0.04226033080310021,-0.004561259395200246
2024-08-15,4.46302596762595,1.55029794616713,5.67566671355005,0.116708333333333,13.2283333333333,1.26416666666667,17.92,12.8,0,0,0,0,0.02880842101110037,0.011857134649889911,0.03734042510239011
2024-08-16,4.49750754699878,1.5700048452442,5.69667297873066,0.1161875,13.02125,1.264375,17.08,0.8,0,0,0,0,0.03448157937283014,0.019706899077069906,0.021006265180609773
2024-08-17,4.52236287315311,1.58306002436144,5.71731989419868,0.115166666666667,13.1329166666667,1.25770833333333,17.49,13.2,0,0,0,0,0.024855326154329838,0.01305517911724019,0.020646915468020666
