timestamp,d_ws_1,d5_1,total_precipitation,snowmelt,2m_temperature,swvl1,swvl2,swvl3,swvl4,frost,frost_days,ftc,ftc_days,d_ws_1_diff,d5_1_diff
2017-04-19,0.0600166643524946,0.0507148893324238,0.137964814901352,4.81922179460526e-05,-6.14658203124998,0.336297363042831,0.346531540155411,0.349585205316544,0.373289734125137,1,2,0,0,-0.0009587405252099,0.0007749253756888
2017-04-20,0.0599166087157809,0.0512054684579684,0.0310187526047229,0.0,-6.0537170410156,0.330708175897598,0.340880066156387,0.346243530511856,0.373065948486328,1,3,0,0,-0.0001000556367136,0.0004905791255446
2017-04-21,0.0609754048777045,0.0516430053347014,0.0015975201968103,0.0,-5.21866455078123,0.326073318719864,0.335855484008789,0.342742294073105,0.372774124145508,1,4,0,0,0.0010587961619236,0.0004375368767329
2017-04-22,0.0609754048777045,0.0516430053347014,0.0123031074181199,0.0539334006607532,-0.104559326171852,0.342334747314453,0.334706634283066,0.339186996221542,0.372425705194473,1,5,1,1,0.0,0.0
2017-04-23,0.0616198020120155,0.0521632054229799,0.0739391073584556,0.0214262977242469,0.333520507812523,0.34799513220787,0.342073440551758,0.336209625005722,0.372055053710937,0,0,1,2,0.0006443971343109,0.0005202000882785
2017-04-24,0.0624899991998719,0.0516430053347014,0.0087129464372992,0.0948347598314285,2.59050903320315,0.36161932349205,0.34931817650795,0.333930343389511,0.371660858392715,0,0,0,0,0.0008701971878564,-0.0005202000882785
2017-04-25,0.0620483682299542,0.0533853912601565,0.0426309071481227,0.149754866957665,4.35357055664065,0.379115432500839,0.370520919561386,0.335515350103378,0.37126350402832,0,0,0,0,-0.0004416309699177,0.0017423859254551
2017-04-26,0.0609754048777045,0.0529244744895969,0.186293482780456,0.076024480164051,2.24151000976565,0.386700302362442,0.384852737188339,0.346659332513809,0.3709577023983,0,0,1,1,-0.0010729633522496,-0.0004609167705596
2017-04-27,0.0605557594288107,0.0538702144046225,0.228959441184997,0.0080676609650254,-0.633489990234352,0.361550003290176,0.373848587274551,0.353719085454941,0.370764404535294,1,1,1,2,-0.0004196454488938,0.0009457399150256
2017-04-28,0.0607988486733096,0.0531366163770332,0.176757350564003,0.0002701207995414,-2.73871459960935,0.348684310913086,0.362064361572266,0.353779464960098,0.370603561401367,1,2,0,0,0.0002430892444988,-0.0007335980275893
2017-04-29,0.0610655385630881,0.0524785670536077,0.0113210389390587,0.0047243181616067,-1.27777709960935,0.342902511358261,0.354141235351562,0.351937621831894,0.370423644781113,1,3,0,0,0.0002666898897785,-0.0006580493234255
2017-04-30,0.0620483682299542,0.0530471488394993,1.31186097860336e-05,0.0669641643762588,-0.0039123535156022,0.356639862060547,0.352937698364258,0.349436432123184,0.370221465826034,1,4,1,1,0.0009828296668661,0.0005685817858916
2017-05-01,0.0612045749923974,0.0529244744895969,0.13889330625534,0.0753710195422172,0.771051025390648,0.368800491094589,0.366193771362305,0.348391860723495,0.370002120733261,0,0,1,2,-0.0008437932375568,-0.0001226743499024
2017-05-02,0.0618627513128861,0.0528109837060435,0.043409414589405,0.0739712715148925,4.19780883789065,0.370950073003769,0.371192932128906,0.350085586309433,0.369794219732284,0,0,0,0,0.0006581763204887,-0.0001134907835533
2017-05-03,0.0616198020120155,0.0532541078227773,0.0405578576028347,0.104587934911251,3.34047851562502,0.376594543457031,0.376496642827988,0.35329881310463,0.369610458612442,0,0,0,0,-0.0002429493008705,0.0004431241167337
2017-05-04,0.0616198020120155,0.0529244744895969,0.0882738605141639,0.131979018449783,3.2376647949219,0.384266525506973,0.384416580200195,0.361234039068222,0.369482040405273,0,0,0,0,0.0,-0.0003296333331804
2017-05-05,0.0622575296650935,0.0529244744895969,0.0652451962232589,0.128938660025597,3.25994262695315,0.383153915405273,0.388010650873184,0.372869491577148,0.369594573974609,0,0,0,0,0.0006377276530779,0.0
2017-05-06,0.0626817357768592,0.0530094331227942,0.0526654794812202,0.150481790304184,4.12600097656252,0.38522019982338,0.387496948242187,0.379923492670059,0.370560973882675,0,0,0,0,0.0004242061117657,8.495863319730318e-05
2017-05-07,0.0622575296650935,0.0533197899470731,0.167729213833809,0.101330555975437,3.7084899902344,0.394997268915176,0.395085006952286,0.388194411993027,0.373452514410019,0,0,0,0,-0.0004242061117657,0.0003103568242788
2017-05-08,0.0633245607959502,0.0537587202228624,0.165808886289597,0.0786477923393249,3.2231384277344,0.390790939331055,0.392417907714844,0.39024543762207,0.376761108636856,0,0,0,0,0.0010670311308566,0.0004389302757892
2017-05-09,0.0633245607959502,0.0537587202228624,0.0741488710045814,0.0499147996306419,1.94756469726565,0.377751022577286,0.383049637079239,0.38981881737709,0.379583358764648,0,0,0,0,0.0,0.0
2017-05-10,0.0646606526413088,0.0537121960079831,0.0043768235482275,0.0808258354663848,5.72063598632815,0.371627807617187,0.372610718011856,0.386054992675781,0.381034225225449,0,0,0,0,0.0013360918453586,-4.652421487930103e-05
2017-05-11,0.0637573525171803,0.0533197899470731,0.0040045701898634,0.0662811845541,7.37615356445315,0.365809768438339,0.365460723638534,0.382060378789902,0.381618499755859,0,0,0,0,-0.0009033001241284,-0.0003924060609099
2017-05-12,0.0633245607959502,0.0540832691319598,0.157764881849289,0.0483037605881691,7.70354614257815,0.378741592168808,0.371557235717773,0.379162460565567,0.381919234991074,0,0,0,0,-0.0004327917212301,0.0007634791848867
2017-05-13,0.0631426955395475,0.0533197899470731,0.0704610496759414,0.0430482886731624,8.65505371093752,0.373999267816544,0.377215057611465,0.378910064697266,0.382320404052734,0,0,0,0,-0.0001818652564026,-0.0007634791848867
2017-05-14,0.063545259461269,0.055,0.0700146928429603,0.0280708614736795,7.8580261230469,0.371428817510605,0.37158265709877,0.376237243413925,0.382815033197403,0,0,0,0,0.0004025639217214,0.0016802100529269
2017-05-15,0.064202803677098,0.0540832691319598,0.0759065598249435,0.0190361961722373,8.37407836914065,0.372125625610351,0.3714599609375,0.373079299926758,0.383268982172012,0,0,0,0,0.000657544215829,-0.0009167308680401
2017-05-16,0.0643894401280209,0.0549181208709839,0.0061067417263984,0.0111351646482944,10.0951171875,0.35189500451088,0.363791137933731,0.369064331054687,0.383591324090958,0,0,0,0,0.0001866364509229,0.000834851739024
2017-05-17,0.0637573525171803,0.0555067563455116,2.88449223262432e-06,0.0103370193392038,12.417626953125,0.334248870611191,0.348750442266464,0.363283157348633,0.383618682622909,0,0,0,0,-0.0006320876108406,0.0005886354745277
2017-05-18,0.0644049687524184,0.0553624421426656,0.0664389133453369,0.0114670377224683,12.7697082519531,0.342449814081192,0.340814590454101,0.357203155755997,0.38347053527832,0,0,0,0,0.000647616235238,-0.000144314202846
2017-05-19,0.065299310869258,0.0558211429478114,0.0518516786396503,0.0095153199508786,10.6039367675781,0.349380493164062,0.341730117797851,0.351294189691544,0.383274704217911,0,0,0,0,0.0008943421168395,0.0004587008051458
2017-05-20,0.0643894401280209,0.0548725796732758,0.0273913647979497,0.0053569534793496,5.48699340820315,0.352408736944199,0.348051071166992,0.346031188964844,0.383001953363419,0,0,0,0,-0.000909870741237,-0.0009485632745356
2017-05-21,0.0646065012208523,0.0549181208709839,0.0136481067165732,0.0100627429783344,7.86959228515627,0.340653091669083,0.344077438116074,0.341047286987305,0.382571548223495,0,0,0,0,0.0002170610928313,4.554119770809606e-05
2017-05-22,0.0639609255717895,0.0544885309033011,0.0473472326993942,0.0099236760288476,10.0617309570313,0.342012405395508,0.339949935674667,0.335935592651367,0.381987899541855,0,0,0,0,-0.0006455756490627,-0.0004295899676827
2017-05-23,0.0639609255717895,0.0558211429478114,0.021210640668869,0.0077698733657598,11.3247009277344,0.339797347784042,0.340250641107559,0.331327438354492,0.381392151117325,0,0,0,0,0.0,0.0013326120445103
2017-05-24,0.0644941857844565,0.0554301362076623,0.124000854790211,0.0093740131705999,10.2121520996094,0.36186346411705,0.343623489141464,0.327136993408203,0.380795150995255,0,0,0,0,0.0005332602126669,-0.0003910067401491
2017-05-25,0.0650307619515564,0.0550454357780915,0.0989846438169479,0.014988487586379,9.42083129882815,0.370487838983536,0.36920228600502,0.326681762933731,0.38024964928627,0,0,0,0,0.0005365761670999,-0.0003847004295708
2017-05-26,0.0654675492133316,0.0557584074378026,0.0040071355178952,0.0106974560767412,11.4071594238281,0.342469543218613,0.354770660400391,0.325983673334122,0.379634231328964,0,0,0,0,0.0004367872617752,0.0007129716597111
2017-05-27,0.0654980915752512,0.0561960852729084,1.53420496644685e-05,0.0073906192556023,13.8908630371094,0.32574400305748,0.341049194335937,0.322539001703262,0.378914505243301,0,0,0,0,3.0542361919599914e-05,0.0004376778351057
